,trial_in_session,final_socnonsoc
11977,122,1.0
11978,127,0.0
11979,135,1.0
11980,138,0.0
11981,144,0.0
11982,169,1.0
11983,170,0.0
11984,197,1.0
11985,207,0.0
11986,209,1.0
11987,217,1.0
11988,222,0.0
11989,247,0.0
11990,261,0.0
11991,268,1.0
11992,273,0.0
11993,283,0.0
11994,285,1.0
11995,286,0.0
11996,299,0.0
11997,309,1.0
11998,319,1.0
11999,321,1.0
12000,322,0.0
12001,323,1.0
12002,336,1.0
12003,339,0.0
12004,359,0.0
12005,360,1.0
12006,375,1.0
12007,409,0.0
12008,434,1.0
12009,439,0.0
12010,463,0.0
12011,478,0.0
12012,496,1.0
12013,498,1.0
12014,500,0.0
12015,507,1.0
12016,522,1.0
12017,523,1.0
12018,525,1.0
12019,527,1.0
12020,535,1.0
12021,556,1.0
12022,566,1.0
12023,571,0.0
12024,575,1.0
12025,581,0.0
12026,591,1.0
12027,597,0.0
12028,600,0.0
12029,618,0.0
12030,621,0.0
12031,626,0.0
12032,637,0.0
12033,640,0.0
12034,647,0.0
12035,661,1.0
12036,669,1.0
12037,689,0.0
12038,702,1.0
12039,711,0.0
12040,717,0.0
12041,718,0.0
12042,722,0.0
12043,724,1.0
12044,733,0.0
12045,734,0.0
12046,737,0.0
12047,740,0.0
12048,741,0.0
12049,745,1.0
12050,31,1.0
12051,55,0.0
12052,91,0.0
12053,104,1.0
12054,106,0.0
12055,142,0.0
12056,147,0.0
12057,156,1.0
12058,163,1.0
12059,164,1.0
12060,179,0.0
12061,223,1.0
12062,228,1.0
12063,231,0.0
12064,241,1.0
12065,244,1.0
12066,255,1.0
12067,281,0.0
12068,291,1.0
12069,297,1.0
12070,302,1.0
12071,305,1.0
12072,309,0.0
12073,328,0.0
12074,332,1.0
12075,334,1.0
12076,335,1.0
12077,343,1.0
12078,345,0.0
12079,357,0.0
12080,361,1.0
12081,362,0.0
12082,363,0.0
12083,373,0.0
12084,377,0.0
12085,389,1.0
12086,392,1.0
12087,409,0.0
12088,420,1.0
12089,439,1.0
12090,442,1.0
12091,466,0.0
12092,470,0.0
12093,475,1.0
12094,479,0.0
12095,488,1.0
12096,508,0.0
12097,526,0.0
12098,554,0.0
12099,573,1.0
12100,574,0.0
12101,577,0.0
12102,584,1.0
12103,586,0.0
12104,587,0.0
12105,597,1.0
12106,609,0.0
12107,615,0.0
12108,629,0.0
12109,640,0.0
12110,642,1.0
12111,663,0.0
12112,667,0.0
12113,680,0.0
12114,681,0.0
12115,707,1.0
12116,713,1.0
12117,723,0.0
12118,725,0.0
12119,730,0.0
12120,30,0.0
12121,50,1.0
12122,60,0.0
12123,66,0.0
12124,77,0.0
12125,78,0.0
12126,87,0.0
12127,96,0.0
12128,134,0.0
12129,175,1.0
12130,176,1.0
12131,203,0.0
12132,207,1.0
12133,228,0.0
12134,231,0.0
12135,258,0.0
12136,261,0.0
12137,286,0.0
12138,336,1.0
12139,339,0.0
12140,354,0.0
12141,374,0.0
12142,376,0.0
12143,377,0.0
12144,379,0.0
12145,383,0.0
12146,392,0.0
12147,397,0.0
12148,418,1.0
12149,420,1.0
12150,439,0.0
12151,441,0.0
12152,453,0.0
12153,466,0.0
12154,477,0.0
12155,486,0.0
12156,494,0.0
12157,523,0.0
12158,529,0.0
12159,548,1.0
12160,560,0.0
12161,609,0.0
12162,614,0.0
12163,620,1.0
12164,635,1.0
12165,646,0.0
12166,658,1.0
12167,662,1.0
12168,678,0.0
12169,679,0.0
12170,684,0.0
12171,694,1.0
12172,695,1.0
12173,699,0.0
12174,700,0.0
12175,703,1.0
12176,708,0.0
12177,709,0.0
12178,720,0.0
12179,1,0.0
12180,8,1.0
12181,21,1.0
12182,37,1.0
12183,38,1.0
12184,39,0.0
12185,44,1.0
12186,46,1.0
12187,66,1.0
12188,74,0.0
12189,80,0.0
12190,96,1.0
12191,116,0.0
12192,136,1.0
12193,143,1.0
12194,151,1.0
12195,157,0.0
12196,162,1.0
12197,167,1.0
12198,168,0.0
12199,177,0.0
12200,187,1.0
12201,188,1.0
12202,190,1.0
12203,195,1.0
12204,201,0.0
12205,213,1.0
12206,222,1.0
12207,231,0.0
12208,251,0.0
12209,253,0.0
12210,260,0.0
12211,271,0.0
12212,273,0.0
12213,275,1.0
12214,276,0.0
12215,284,1.0
12216,290,1.0
12217,305,1.0
12218,314,1.0
12219,337,0.0
12220,342,0.0
12221,352,1.0
12222,356,0.0
12223,387,1.0
12224,391,0.0
12225,393,0.0
12226,395,1.0
12227,399,0.0
12228,405,1.0
12229,411,0.0
12230,413,1.0
12231,422,0.0
12232,428,1.0
12233,435,0.0
12234,449,0.0
12235,461,0.0
12236,468,1.0
12237,470,1.0
12238,471,1.0
12239,484,0.0
12240,485,1.0
12241,501,1.0
12242,524,0.0
12243,553,0.0
12244,556,0.0
12245,560,1.0
12246,573,1.0
12247,574,0.0
12248,597,0.0
12249,609,1.0
12250,618,1.0
12251,622,0.0
12252,675,1.0
12253,742,0.0
12254,32,1.0
12255,35,1.0
12256,55,1.0
12257,56,0.0
12258,80,1.0
12259,126,0.0
12260,128,0.0
12261,131,0.0
12262,132,0.0
12263,142,0.0
12264,159,1.0
12265,168,0.0
12266,170,1.0
12267,173,1.0
12268,182,1.0
12269,184,0.0
12270,189,1.0
12271,190,1.0
12272,214,1.0
12273,235,0.0
12274,247,1.0
12275,253,1.0
12276,256,1.0
12277,271,1.0
12278,272,0.0
12279,293,1.0
12280,295,0.0
12281,296,0.0
12282,297,0.0
12283,319,1.0
12284,329,1.0
12285,330,0.0
12286,333,1.0
12287,337,0.0
12288,351,0.0
12289,361,0.0
12290,380,0.0
12291,397,0.0
12292,398,0.0
12293,407,1.0
12294,433,1.0
12295,435,0.0
12296,457,0.0
12297,479,1.0
12298,488,0.0
12299,511,0.0
12300,529,0.0
12301,545,0.0
12302,552,1.0
12303,570,0.0
12304,580,0.0
12305,595,1.0
12306,650,1.0
12307,658,0.0
12308,661,1.0
12309,692,0.0
12310,697,0.0
12311,701,0.0
12312,707,1.0
12313,708,0.0
12314,715,0.0
12315,726,0.0
12316,735,0.0
12317,743,1.0
12318,744,1.0
12319,746,0.0
12320,13,1.0
12321,20,0.0
12322,26,1.0
12323,27,0.0
12324,28,1.0
12325,29,1.0
12326,45,1.0
12327,50,0.0
12328,59,1.0
12329,63,0.0
12330,85,1.0
12331,86,0.0
12332,87,1.0
12333,114,1.0
12334,147,0.0
12335,159,1.0
12336,173,1.0
12337,185,1.0
12338,191,1.0
12339,196,0.0
12340,197,0.0
12341,211,1.0
12342,235,1.0
12343,236,0.0
12344,265,1.0
12345,272,0.0
12346,275,1.0
12347,278,0.0
12348,304,0.0
12349,349,1.0
12350,356,0.0
12351,360,0.0
12352,361,1.0
12353,366,1.0
12354,386,1.0
12355,391,0.0
12356,392,0.0
12357,402,1.0
12358,406,0.0
12359,411,1.0
12360,412,1.0
12361,430,0.0
12362,452,0.0
12363,457,1.0
12364,466,1.0
12365,474,0.0
12366,497,1.0
12367,506,0.0
12368,522,0.0
12369,524,1.0
12370,529,0.0
12371,534,0.0
12372,557,0.0
12373,591,0.0
12374,608,1.0
12375,618,0.0
12376,630,0.0
12377,642,1.0
12378,649,0.0
12379,663,0.0
12380,672,1.0
12381,693,0.0
12382,696,1.0
12383,700,1.0
12384,702,1.0
12385,704,0.0
12386,712,1.0
12387,726,1.0
12388,0,0.0
12389,21,1.0
12390,25,1.0
12391,31,0.0
12392,43,0.0
12393,69,1.0
12394,77,1.0
12395,92,0.0
12396,103,1.0
12397,105,1.0
12398,130,0.0
12399,152,1.0
12400,155,1.0
12401,164,1.0
12402,170,0.0
12403,184,0.0
12404,200,1.0
12405,207,1.0
12406,211,1.0
12407,221,0.0
12408,223,1.0
12409,238,0.0
12410,242,1.0
12411,260,1.0
12412,276,1.0
12413,295,1.0
12414,296,0.0
12415,303,1.0
12416,315,1.0
12417,333,1.0
12418,345,1.0
12419,350,0.0
12420,351,1.0
12421,359,0.0
12422,379,0.0
12423,386,1.0
12424,390,0.0
12425,392,0.0
12426,409,1.0
12427,424,1.0
12428,425,0.0
12429,442,0.0
12430,443,1.0
12431,456,1.0
12432,458,0.0
12433,490,1.0
12434,494,0.0
12435,498,0.0
12436,515,1.0
12437,516,0.0
12438,517,1.0
12439,527,1.0
12440,529,1.0
12441,538,0.0
12442,552,0.0
12443,562,1.0
12444,574,1.0
12445,575,1.0
12446,589,1.0
12447,592,1.0
12448,594,0.0
12449,597,1.0
12450,600,0.0
12451,618,0.0
12452,628,0.0
12453,632,0.0
12454,636,1.0
12455,638,0.0
12456,653,0.0
12457,669,1.0
12458,684,0.0
12459,689,0.0
12460,706,0.0
12461,730,0.0
12462,731,1.0
12463,733,1.0
12464,734,1.0
12465,739,0.0
12466,741,0.0
12467,18,1.0
12468,21,0.0
12469,23,1.0
12470,42,0.0
12471,51,1.0
12472,66,1.0
12473,69,0.0
12474,74,0.0
12475,85,1.0
12476,96,0.0
12477,97,1.0
12478,102,0.0
12479,103,1.0
12480,107,1.0
12481,113,0.0
12482,123,0.0
12483,149,1.0
12484,153,0.0
12485,154,1.0
12486,157,1.0
12487,160,0.0
12488,168,0.0
12489,178,0.0
12490,202,0.0
12491,216,1.0
12492,234,0.0
12493,242,1.0
12494,243,0.0
12495,249,0.0
12496,270,0.0
12497,298,1.0
12498,303,0.0
12499,338,0.0
12500,355,1.0
12501,358,1.0
12502,393,0.0
12503,409,1.0
12504,417,0.0
12505,418,0.0
12506,453,1.0
12507,475,0.0
12508,487,1.0
12509,493,0.0
12510,494,1.0
12511,497,0.0
12512,502,1.0
12513,503,0.0
12514,512,1.0
12515,513,1.0
12516,514,1.0
12517,515,1.0
12518,521,0.0
12519,524,1.0
12520,540,0.0
12521,544,0.0
12522,546,1.0
12523,565,1.0
12524,570,0.0
12525,573,0.0
12526,582,0.0
12527,598,0.0
12528,602,1.0
12529,603,1.0
12530,609,1.0
12531,622,0.0
12532,630,0.0
12533,631,0.0
12534,647,1.0
12535,665,0.0
12536,673,1.0
12537,680,1.0
12538,681,1.0
12539,684,0.0
12540,706,1.0
12541,712,0.0
12542,714,0.0
12543,744,1.0
12544,17,0.0
12545,23,0.0
12546,35,0.0
12547,39,0.0
12548,48,0.0
12549,58,1.0
12550,59,0.0
12551,64,0.0
12552,77,1.0
12553,85,0.0
12554,86,1.0
12555,92,1.0
12556,109,0.0
12557,111,1.0
12558,155,0.0
12559,173,0.0
12560,200,0.0
12561,220,1.0
12562,223,1.0
12563,231,1.0
12564,238,0.0
12565,251,1.0
12566,272,1.0
12567,288,0.0
12568,296,0.0
12569,305,0.0
12570,315,1.0
12571,340,1.0
12572,342,0.0
12573,343,0.0
12574,346,0.0
12575,390,0.0
12576,400,1.0
12577,403,1.0
12578,410,1.0
12579,431,0.0
12580,437,0.0
12581,474,1.0
12582,485,0.0
12583,494,0.0
12584,513,1.0
12585,534,1.0
12586,537,0.0
12587,539,1.0
12588,545,0.0
12589,551,0.0
12590,566,0.0
12591,571,0.0
12592,573,1.0
12593,575,0.0
12594,576,0.0
12595,587,0.0
12596,609,0.0
12597,617,0.0
12598,629,1.0
12599,664,1.0
12600,666,0.0
12601,672,1.0
12602,674,1.0
12603,689,0.0
12604,698,0.0
12605,703,1.0
12606,704,1.0
12607,714,0.0
12608,730,0.0
12609,742,1.0
12610,744,1.0
12611,10,1.0
12612,48,0.0
12613,53,1.0
12614,99,1.0
12615,108,0.0
12616,117,0.0
12617,128,1.0
12618,129,1.0
12619,135,0.0
12620,136,1.0
12621,153,0.0
12622,156,1.0
12623,163,0.0
12624,170,1.0
12625,200,1.0
12626,210,1.0
12627,214,0.0
12628,218,1.0
12629,232,1.0
12630,243,1.0
12631,249,0.0
12632,261,0.0
12633,280,1.0
12634,283,0.0
12635,304,1.0
12636,311,0.0
12637,323,0.0
12638,325,0.0
12639,328,0.0
12640,333,1.0
12641,347,0.0
12642,351,1.0
12643,357,0.0
12644,363,0.0
12645,387,0.0
12646,396,0.0
12647,398,0.0
12648,413,1.0
12649,474,1.0
12650,498,0.0
12651,499,0.0
12652,525,1.0
12653,531,0.0
12654,559,0.0
12655,561,0.0
12656,603,0.0
12657,605,0.0
12658,606,0.0
12659,619,0.0
12660,625,1.0
12661,627,0.0
12662,653,0.0
12663,668,1.0
12664,675,0.0
12665,697,0.0
12666,702,0.0
12667,705,0.0
12668,715,0.0
12669,717,1.0
12670,732,0.0
12671,734,1.0
12672,3,0.0
12673,8,1.0
12674,46,1.0
12675,61,0.0
12676,67,1.0
12677,85,0.0
12678,98,0.0
12679,117,0.0
12680,149,1.0
12681,150,0.0
12682,155,0.0
12683,175,1.0
12684,178,1.0
12685,185,0.0
12686,207,0.0
12687,209,1.0
12688,222,0.0
12689,233,1.0
12690,249,0.0
12691,258,0.0
12692,262,0.0
12693,282,0.0
12694,284,1.0
12695,303,0.0
12696,305,0.0
12697,331,1.0
12698,337,1.0
12699,339,1.0
12700,347,1.0
12701,359,1.0
12702,372,0.0
12703,386,1.0
12704,390,1.0
12705,411,1.0
12706,438,1.0
12707,442,0.0
12708,454,1.0
12709,471,0.0
12710,479,0.0
12711,498,1.0
12712,508,0.0
12713,515,1.0
12714,516,1.0
12715,520,0.0
12716,522,0.0
12717,534,0.0
12718,541,0.0
12719,543,1.0
12720,544,0.0
12721,552,0.0
12722,557,1.0
12723,575,0.0
12724,580,1.0
12725,598,0.0
12726,599,1.0
12727,610,0.0
12728,621,1.0
12729,626,0.0
12730,639,1.0
12731,641,0.0
12732,644,1.0
12733,648,0.0
12734,651,1.0
12735,664,1.0
12736,672,0.0
12737,683,1.0
12738,697,0.0
12739,701,1.0
12740,706,0.0
12741,716,0.0
12742,727,1.0
12743,730,1.0
12744,732,0.0
12745,737,0.0
12746,742,0.0
12747,12,0.0
12748,13,1.0
12749,19,0.0
12750,21,0.0
12751,28,0.0
12752,44,0.0
12753,45,1.0
12754,50,0.0
12755,60,0.0
12756,61,1.0
12757,74,0.0
12758,75,0.0
12759,81,0.0
12760,85,0.0
12761,89,0.0
12762,102,1.0
12763,107,1.0
12764,113,1.0
12765,115,1.0
12766,122,1.0
12767,132,0.0
12768,144,1.0
12769,146,1.0
12770,156,0.0
12771,159,1.0
12772,170,0.0
12773,172,0.0
12774,175,0.0
12775,176,1.0
12776,184,1.0
12777,207,0.0
12778,214,0.0
12779,219,1.0
12780,237,1.0
12781,248,1.0
12782,249,1.0
12783,264,0.0
12784,267,0.0
12785,285,1.0
12786,299,1.0
12787,304,1.0
12788,305,1.0
12789,312,0.0
12790,315,0.0
12791,318,0.0
12792,319,1.0
12793,324,1.0
12794,328,0.0
12795,334,0.0
12796,340,1.0
12797,344,1.0
12798,362,0.0
12799,371,0.0
12800,374,0.0
12801,385,0.0
12802,386,1.0
12803,395,1.0
12804,400,1.0
12805,433,1.0
12806,436,0.0
12807,450,0.0
12808,463,0.0
12809,465,0.0
12810,472,1.0
12811,475,1.0
12812,488,0.0
12813,492,1.0
12814,501,1.0
12815,508,0.0
12816,509,1.0
12817,513,1.0
12818,514,0.0
12819,516,1.0
12820,521,0.0
12821,537,0.0
12822,561,0.0
12823,573,1.0
12824,581,0.0
12825,587,0.0
12826,588,1.0
12827,589,1.0
12828,598,0.0
12829,600,0.0
12830,610,1.0
12831,617,0.0
12832,620,0.0
12833,622,0.0
12834,628,0.0
12835,629,1.0
12836,630,0.0
12837,632,1.0
12838,643,1.0
12839,659,0.0
12840,702,0.0
12841,721,0.0
12842,723,1.0
12843,733,0.0
12844,735,1.0
12845,741,1.0
12846,745,1.0
12847,747,0.0
12848,4,1.0
12849,24,1.0
12850,33,0.0
12851,35,1.0
12852,42,0.0
12853,46,0.0
12854,56,1.0
12855,63,0.0
12856,89,0.0
12857,91,1.0
12858,103,0.0
12859,106,1.0
12860,107,0.0
12861,121,1.0
12862,132,1.0
12863,133,0.0
12864,144,0.0
12865,156,0.0
12866,179,0.0
12867,181,0.0
12868,188,1.0
12869,221,1.0
12870,242,0.0
12871,249,1.0
12872,274,1.0
12873,276,1.0
12874,290,0.0
12875,311,0.0
12876,316,0.0
12877,325,0.0
12878,331,1.0
12879,344,0.0
12880,346,1.0
12881,347,0.0
12882,348,1.0
12883,365,1.0
12884,384,0.0
12885,385,0.0
12886,388,1.0
12887,392,1.0
12888,393,0.0
12889,398,0.0
12890,408,0.0
12891,415,0.0
12892,421,0.0
12893,433,1.0
12894,460,0.0
12895,463,0.0
12896,472,1.0
12897,482,1.0
12898,487,1.0
12899,493,1.0
12900,498,0.0
12901,530,0.0
12902,551,0.0
12903,577,0.0
12904,582,0.0
12905,594,1.0
12906,595,1.0
12907,598,0.0
12908,602,0.0
12909,613,0.0
12910,615,0.0
12911,616,0.0
12912,624,1.0
12913,625,0.0
12914,626,0.0
12915,630,0.0
12916,638,1.0
12917,643,0.0
12918,652,0.0
12919,654,0.0
12920,673,1.0
12921,683,0.0
12922,686,1.0
12923,694,0.0
12924,701,0.0
12925,714,0.0
12926,720,0.0
12927,723,0.0
12928,725,1.0
12929,744,1.0
12930,6,0.0
12931,12,1.0
12932,17,1.0
12933,26,0.0
12934,30,1.0
12935,34,0.0
12936,46,1.0
12937,81,0.0
12938,90,0.0
12939,92,1.0
12940,95,1.0
12941,104,0.0
12942,117,1.0
12943,132,1.0
12944,142,1.0
12945,153,0.0
12946,154,1.0
12947,163,0.0
12948,164,0.0
12949,170,1.0
12950,186,0.0
12951,195,0.0
12952,199,0.0
12953,200,1.0
12954,203,0.0
12955,212,0.0
12956,224,1.0
12957,248,0.0
12958,254,1.0
12959,265,0.0
12960,276,1.0
12961,288,1.0
12962,292,0.0
12963,293,0.0
12964,297,1.0
12965,307,0.0
12966,315,1.0
12967,324,1.0
12968,335,0.0
12969,337,1.0
12970,348,1.0
12971,353,1.0
12972,359,0.0
12973,372,1.0
12974,384,0.0
12975,421,1.0
12976,434,0.0
12977,447,1.0
12978,454,1.0
12979,455,1.0
12980,470,0.0
12981,475,1.0
12982,482,0.0
12983,497,1.0
12984,498,1.0
12985,505,1.0
12986,543,1.0
12987,549,0.0
12988,552,0.0
12989,557,0.0
12990,558,0.0
12991,560,0.0
12992,571,1.0
12993,580,0.0
12994,590,1.0
12995,591,0.0
12996,601,0.0
12997,629,1.0
12998,634,0.0
12999,635,0.0
13000,642,0.0
13001,648,0.0
13002,650,1.0
13003,659,1.0
13004,669,0.0
13005,681,1.0
13006,707,0.0
13007,711,0.0
13008,715,0.0
13009,14,1.0
13010,30,1.0
13011,31,0.0
13012,49,0.0
13013,50,1.0
13014,97,0.0
13015,115,0.0
13016,119,0.0
13017,130,1.0
13018,183,0.0
13019,199,1.0
13020,215,1.0
13021,216,1.0
13022,223,1.0
13023,226,0.0
13024,229,0.0
13025,233,1.0
13026,237,0.0
13027,238,1.0
13028,242,0.0
13029,246,0.0
13030,253,1.0
13031,254,1.0
13032,277,0.0
13033,295,1.0
13034,310,0.0
13035,317,0.0
13036,331,0.0
13037,339,0.0
13038,347,0.0
13039,348,0.0
13040,377,0.0
13041,397,0.0
13042,422,0.0
13043,432,0.0
13044,436,1.0
13045,439,1.0
13046,454,0.0
13047,483,1.0
13048,487,0.0
13049,495,0.0
13050,512,0.0
13051,514,0.0
13052,531,1.0
13053,537,0.0
13054,544,1.0
13055,545,0.0
13056,551,1.0
13057,555,0.0
13058,556,0.0
13059,559,0.0
13060,571,0.0
13061,575,1.0
13062,592,0.0
13063,599,0.0
13064,611,1.0
13065,612,1.0
13066,616,1.0
13067,624,0.0
13068,627,0.0
13069,630,0.0
13070,634,0.0
13071,648,1.0
13072,649,0.0
13073,659,0.0
13074,666,0.0
13075,670,1.0
13076,710,0.0
13077,713,1.0
13078,716,0.0
13079,719,1.0
13080,721,1.0
13081,733,1.0
13082,735,0.0
13083,3,0.0
13084,8,1.0
13085,10,0.0
13086,13,0.0
13087,36,0.0
13088,60,0.0
13089,70,1.0
13090,84,1.0
13091,91,1.0
13092,111,0.0
13093,131,1.0
13094,138,1.0
13095,139,1.0
13096,155,1.0
13097,156,0.0
13098,165,1.0
13099,179,1.0
13100,195,0.0
13101,218,1.0
13102,219,0.0
13103,231,0.0
13104,241,1.0
13105,253,0.0
13106,271,1.0
13107,290,1.0
13108,306,1.0
13109,330,0.0
13110,332,1.0
13111,336,0.0
13112,340,0.0
13113,344,0.0
13114,360,1.0
13115,368,1.0
13116,377,1.0
13117,388,1.0
13118,414,0.0
13119,415,0.0
13120,420,1.0
13121,424,0.0
13122,442,1.0
13123,446,0.0
13124,471,0.0
13125,492,0.0
13126,513,1.0
13127,534,0.0
13128,554,0.0
13129,565,0.0
13130,571,1.0
13131,576,1.0
13132,583,1.0
13133,611,0.0
13134,629,0.0
13135,641,1.0
13136,646,0.0
13137,656,0.0
13138,658,0.0
13139,660,0.0
13140,663,0.0
13141,703,0.0
13142,711,1.0
13143,717,0.0
13144,724,1.0
13145,726,0.0
13146,735,0.0
13147,741,0.0
13148,0,0.0
13149,2,1.0
13150,10,1.0
13151,20,0.0
13152,37,1.0
13153,66,0.0
13154,83,0.0
13155,93,0.0
13156,97,0.0
13157,105,0.0
13158,111,0.0
13159,114,0.0
13160,130,0.0
13161,132,0.0
13162,138,0.0
13163,143,1.0
13164,153,0.0
13165,182,0.0
13166,212,0.0
13167,225,1.0
13168,242,1.0
13169,253,0.0
13170,254,1.0
13171,261,0.0
13172,272,0.0
13173,284,0.0
13174,287,0.0
13175,295,1.0
13176,308,0.0
13177,320,0.0
13178,333,0.0
13179,347,0.0
13180,350,0.0
13181,359,0.0
13182,362,0.0
13183,373,0.0
13184,374,1.0
13185,378,1.0
13186,398,0.0
13187,407,1.0
13188,418,0.0
13189,419,0.0
13190,425,1.0
13191,428,0.0
13192,429,1.0
13193,444,0.0
13194,448,1.0
13195,450,1.0
13196,460,0.0
13197,481,0.0
13198,482,1.0
13199,489,0.0
13200,502,0.0
13201,512,1.0
13202,519,0.0
13203,542,0.0
13204,546,0.0
13205,556,0.0
13206,561,0.0
13207,591,0.0
13208,598,0.0
13209,599,0.0
13210,600,0.0
13211,607,1.0
13212,610,0.0
13213,620,0.0
13214,630,1.0
13215,639,1.0
13216,640,0.0
13217,643,0.0
13218,654,1.0
13219,656,1.0
13220,660,1.0
13221,663,1.0
13222,668,0.0
13223,669,0.0
13224,673,0.0
13225,674,1.0
13226,681,1.0
13227,697,0.0
13228,698,1.0
13229,705,0.0
13230,713,0.0
13231,717,1.0
13232,730,1.0
13233,1,1.0
13234,4,0.0
13235,8,0.0
13236,13,0.0
13237,18,0.0
13238,22,1.0
13239,23,1.0
13240,53,1.0
13241,59,0.0
13242,64,1.0
13243,76,1.0
13244,77,0.0
13245,90,1.0
13246,101,1.0
13247,114,0.0
13248,115,0.0
13249,125,0.0
13250,126,1.0
13251,142,0.0
13252,145,1.0
13253,148,0.0
13254,161,1.0
13255,167,1.0
13256,176,1.0
13257,177,0.0
13258,182,0.0
13259,189,0.0
13260,201,1.0
13261,222,0.0
13262,227,1.0
13263,231,0.0
13264,238,0.0
13265,256,0.0
13266,258,0.0
13267,261,1.0
13268,266,1.0
13269,267,1.0
13270,275,1.0
13271,280,1.0
13272,292,0.0
13273,295,1.0
13274,310,1.0
13275,314,1.0
13276,319,1.0
13277,328,0.0
13278,329,1.0
13279,336,1.0
13280,337,0.0
13281,351,0.0
13282,356,1.0
13283,359,0.0
13284,373,1.0
13285,376,0.0
13286,388,1.0
13287,389,0.0
13288,394,1.0
13289,396,0.0
13290,404,0.0
13291,405,0.0
13292,433,1.0
13293,435,0.0
13294,442,1.0
13295,450,1.0
13296,461,1.0
13297,466,0.0
13298,469,0.0
13299,486,0.0
13300,495,1.0
13301,513,1.0
13302,522,1.0
13303,535,1.0
13304,543,0.0
13305,544,1.0
13306,555,1.0
13307,557,0.0
13308,558,1.0
13309,565,1.0
13310,606,0.0
13311,609,1.0
13312,610,1.0
13313,618,0.0
13314,640,0.0
13315,648,0.0
13316,655,0.0
13317,659,1.0
13318,663,0.0
13319,664,1.0
13320,668,1.0
13321,674,1.0
13322,703,0.0
13323,704,0.0
13324,710,1.0
13325,712,1.0
13326,714,0.0
13327,727,0.0
13328,730,1.0
13329,21,1.0
13330,26,1.0
13331,35,0.0
13332,51,0.0
13333,56,1.0
13334,80,0.0
13335,81,0.0
13336,85,1.0
13337,90,1.0
13338,129,0.0
13339,131,1.0
13340,146,0.0
13341,165,0.0
13342,169,1.0
13343,174,0.0
13344,177,1.0
13345,203,0.0
13346,206,0.0
13347,215,1.0
13348,236,1.0
13349,238,0.0
13350,239,1.0
13351,245,1.0
13352,250,1.0
13353,259,0.0
13354,266,1.0
13355,273,1.0
13356,290,1.0
13357,294,0.0
13358,297,1.0
13359,315,1.0
13360,317,1.0
13361,319,0.0
13362,326,1.0
13363,327,1.0
13364,333,0.0
13365,357,1.0
13366,360,0.0
13367,372,0.0
13368,373,0.0
13369,386,0.0
13370,395,0.0
13371,404,0.0
13372,438,1.0
13373,459,1.0
13374,490,1.0
13375,502,1.0
13376,520,1.0
13377,522,1.0
13378,531,1.0
13379,538,0.0
13380,539,0.0
13381,559,0.0
13382,561,1.0
13383,578,1.0
13384,579,0.0
13385,592,0.0
13386,606,1.0
13387,608,0.0
13388,613,0.0
13389,617,1.0
13390,624,1.0
13391,627,0.0
13392,632,1.0
13393,636,0.0
13394,640,1.0
13395,652,0.0
13396,657,0.0
13397,665,1.0
13398,679,1.0
13399,686,1.0
13400,691,1.0
13401,711,0.0
13402,723,1.0
13403,725,1.0
13404,731,0.0
13405,746,0.0
13406,6,1.0
13407,8,0.0
13408,9,0.0
13409,13,0.0
13410,24,1.0
13411,44,0.0
13412,51,0.0
13413,59,0.0
13414,63,1.0
13415,68,1.0
13416,90,0.0
13417,95,1.0
13418,98,0.0
13419,106,0.0
13420,132,1.0
13421,135,0.0
13422,161,0.0
13423,170,0.0
13424,171,0.0
13425,175,1.0
13426,184,0.0
13427,188,1.0
13428,189,1.0
13429,201,0.0
13430,205,0.0
13431,217,1.0
13432,222,0.0
13433,233,1.0
13434,237,0.0
13435,247,0.0
13436,261,1.0
13437,277,0.0
13438,281,0.0
13439,294,0.0
13440,311,1.0
13441,318,1.0
13442,323,1.0
13443,327,1.0
13444,330,1.0
13445,331,0.0
13446,367,1.0
13447,370,0.0
13448,376,1.0
13449,430,0.0
13450,442,0.0
13451,450,0.0
13452,452,1.0
13453,468,0.0
13454,496,0.0
13455,497,0.0
13456,505,1.0
13457,510,1.0
13458,526,0.0
13459,539,0.0
13460,573,0.0
13461,591,1.0
13462,603,1.0
13463,607,1.0
13464,616,1.0
13465,619,1.0
13466,620,0.0
13467,627,1.0
13468,628,0.0
13469,648,1.0
13470,658,1.0
13471,659,1.0
13472,682,1.0
13473,687,1.0
13474,697,0.0
13475,699,1.0
13476,709,0.0
13477,720,1.0
13478,724,0.0
13479,727,1.0
13480,29,0.0
13481,36,0.0
13482,43,0.0
13483,63,0.0
13484,77,1.0
13485,89,1.0
13486,120,0.0
13487,137,1.0
13488,146,1.0
13489,154,0.0
13490,159,0.0
13491,170,0.0
13492,175,0.0
13493,180,1.0
13494,181,0.0
13495,182,0.0
13496,190,1.0
13497,196,0.0
13498,199,0.0
13499,210,0.0
13500,217,1.0
13501,219,0.0
13502,220,0.0
13503,235,1.0
13504,238,1.0
13505,239,0.0
13506,241,0.0
13507,243,0.0
13508,252,1.0
13509,262,1.0
13510,268,1.0
13511,286,1.0
13512,296,0.0
13513,314,1.0
13514,323,1.0
13515,324,0.0
13516,335,0.0
13517,336,0.0
13518,346,1.0
13519,363,1.0
13520,366,0.0
13521,367,0.0
13522,370,1.0
13523,379,0.0
13524,380,0.0
13525,401,1.0
13526,402,0.0
13527,409,1.0
13528,415,0.0
13529,421,1.0
